_id_x,email,password,username,_id_y,user_id,location_id,rating_x,_id,name,description,imageUrl,city,province,openTime,closeTime,latitude,longitude,accessibility,historical_context,hands_on_activities,rating_y
652b9e279c8deef2485bf8ff,Adrian.Solis@gmail.com,V(B5tFJz,AdrianSolis,652ba1309c8deef2485bf9f3,652b9e279c8deef2485bf8ff,652b9d229c8deef2485bf8eb,5,652b9d229c8deef2485bf8eb,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Kelaniya_AS1.JPG,"Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf8fa,Diane.Brown@gmail.com,m&5Y9KQg,DianeBrown,652ba1309c8deef2485bf9f2,652b9e279c8deef2485bf8fa,652b9d229c8deef2485bf8eb,5,652b9d229c8deef2485bf8eb,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Kelaniya_AS1.JPG,"Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf8fd,Jennifer.Kelly@gmail.com,Nk&8Ylc^,JenniferKelly,652ba1309c8deef2485bf9ae,652b9e279c8deef2485bf8fd,652b9d229c8deef2485bf8eb,3,652b9d229c8deef2485bf8eb,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Kelaniya_AS1.JPG,"Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf903,Brandon.Joseph@gmail.com,2l+Qr7Ap,BrandonJoseph,652ba1309c8deef2485bf99d,652b9e279c8deef2485bf903,652b9d229c8deef2485bf8eb,5,652b9d229c8deef2485bf8eb,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Kelaniya_AS1.JPG,"Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf903,Brandon.Joseph@gmail.com,2l+Qr7Ap,BrandonJoseph,652ba1309c8deef2485bf982,652b9e279c8deef2485bf903,652b9d229c8deef2485bf8eb,4,652b9d229c8deef2485bf8eb,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Kelaniya_AS1.JPG,"Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf908,Connor.Lewis@gmail.com,PG+4HpOi,ConnorLewis,652ba1309c8deef2485bf9c4,652b9e279c8deef2485bf908,652b9d229c8deef2485bf8eb,5,652b9d229c8deef2485bf8eb,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Kelaniya_AS1.JPG,"Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf908,Connor.Lewis@gmail.com,PG+4HpOi,ConnorLewis,652ba1309c8deef2485bf95b,652b9e279c8deef2485bf908,652b9d229c8deef2485bf8eb,4,652b9d229c8deef2485bf8eb,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Kelaniya_AS1.JPG,"Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf909,Walter.Kennedy@gmail.com,!*rvK3Lz,WalterKennedy,652ba1309c8deef2485bf97a,652b9e279c8deef2485bf909,652b9d229c8deef2485bf8eb,3,652b9d229c8deef2485bf8eb,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Kelaniya_AS1.JPG,"Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf90d,Patty.Goodman@gmail.com,Q#pC0Dru,PattyGoodman,652ba1309c8deef2485bf9cb,652b9e279c8deef2485bf90d,652b9d229c8deef2485bf8eb,1,652b9d229c8deef2485bf8eb,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Kelaniya_AS1.JPG,"Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf8f5,Heidi.Fox@gmail.com,zq@4$Dav,HeidiFox,652ba1309c8deef2485bfa28,652b9e279c8deef2485bf8f5,652b9d229c8deef2485bf8eb,4,652b9d229c8deef2485bf8eb,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Kelaniya_AS1.JPG,"Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
